Accession Number,Collector Number,Genus,Species,Habitat,Determined By,UUID
A91615,PTM845,Spongites,sp.,"High intertidal, in tidepool","Katharine R. Hind, Patrick T. Martone",AF2B3AC0-B1CD-8B4B-A653-D40471BA8105
A91616,PTM846,Corallina,sp.,"High intertidal, in tidepool, with Chaetomorpha","Katharine R. Hind, Patrick T. Martone",BBD506E1-1EED-E04A-8C0B-991C48F25C1D
A91617,PTM847,Corallina,caespitosa,"High intertidal, in tidepool","Katharine R. Hind, Patrick T. Martone",C79E01EB-922B-9B4D-9C97-5B0D7D3BD82E
A91618,PTM848,Spongites,sp.,"High intertidal, in tidepool","Katharine R. Hind, Patrick T. Martone",80A0B77F-ACC4-9541-98BE-B5D079A975D3
A91619,PTM849,Spongites,sp.,"High intertidal, in tidepool","Katharine R. Hind, Patrick T. Martone",F2001932-70BF-6748-95E1-0C62999E0173
A91620,PTM850,Spongites,sp.,"High intertidal, surge channel, in tidepool","Katharine R. Hind, Patrick T. Martone",84DAAEA2-49AE-DF4E-9F33-FDDA2735E46A
A91621,PTM851,Lithothamnion,sp.,"Mid intertidal, surge channel","Katharine R. Hind, Patrick T. Martone",234A8B6D-E404-5342-BD98-76777BEC52A1
A91622,PTM852,Spongites,sp.,High intertidal,"Katharine R. Hind, Patrick T. Martone",E077B8D9-8163-DB4B-854B-DF1549E2F32B
A91623,PTM853,Spongites,sp.,"High intertidal, surge channel","Katharine R. Hind, Patrick T. Martone",00471620-2440-3948-90EE-06598A6D0041
A91624,PTM854,Arthrocardia,sp.,"Mid intertidal, surge channel","Katharine R. Hind, Patrick T. Martone",E3F1F563-4A79-AF4F-9A4B-41CE85C39EE6
A91625,PTM855,Lithothamnion,sp.,Mid intertidal,"Katharine R. Hind, Patrick T. Martone",D04E32A3-44C4-A044-8734-573DFFE6EB6A
A91626,PTM856,Phymatolithon,sp.,"Mid intertidal, surge channel","Katharine R. Hind, Patrick T. Martone",A842E9EE-FFC7-E94B-B3A9-E6DF4C2CEEC0
A91627,PTM857,Phymatolithon,sp.,"Mid intertidal, surge channel","Katharine R. Hind, Patrick T. Martone",D869E1D6-4E45-0746-89D4-617CA0FB471B
A91628,PTM858,Coralline,NA,Mid intertidal,"Katharine R. Hind, Patrick T. Martone",D9D9DC4B-4EDE-8444-AD81-ADC22F6945E9
A91629,PTM859,Arthrocardia,sp.,Mid intertidal,"Katharine R. Hind, Patrick T. Martone",74135302-FA52-4F4E-9770-5C78F4E34DB0
A91630,PTM860,Corallina,sp.,"Low intertidal, wave swept","Katharine R. Hind, Patrick T. Martone",EB6A0ED1-BB33-2B4F-9630-A7781DAD2DBD
A91631,PTM861,Corallina,sp.,"Lower mid intertidal, under Lessonia","Katharine R. Hind, Patrick T. Martone",6FF7D7DB-3EE2-B946-BD15-B930CB0D851D
A91632,PTM862,Corallina,sp.,"Lower mid intertidal, under Lessonia","Katharine R. Hind, Patrick T. Martone",2168A103-E35E-A043-8F50-A7EAB92BAC07
A91633,PTM863,Corallina,sp.,"Lower mid intertidal, under Lessonia","Katharine R. Hind, Patrick T. Martone",25D0A5F8-7D50-A841-91C3-65F21E850176
A91634,PTM864,Arthrocardia,sp.,Lower mid intertidal,"Katharine R. Hind, Patrick T. Martone",636D9557-CB7F-D544-8413-9E492ADDE7AC
A91635,PTM865,Arthrocardia,sp.,Mid intertidal,"Katharine R. Hind, Patrick T. Martone",86B53CA2-DFFC-DC43-B5EF-5F3663FE018E
A91636,PTM866,Corallina,sp.,"Mid intertidal, tidepool","Katharine R. Hind, Patrick T. Martone",D71AFD18-1BCA-CB4F-86E3-AA9C89940978
A91637,PTM867,Corallina,pilulifera,"High intertidal, deep tidepool","Katharine R. Hind, Patrick T. Martone",01FEA031-988E-1947-8F84-05D64A3CFD48
A91638,PTM868,Corallina,sp.,"Mid intertidal, at base of Lessonia","Katharine R. Hind, Patrick T. Martone",B45D5079-B6D5-2F4C-BDC7-8F92201881C2
A91639,PTM869,Corallina,sp.,"Lower mid intertidal, tidepool","Katharine R. Hind, Patrick T. Martone",B4DA89D9-00DD-2642-97D4-7CB611F51FF0
A91640,PTM870,Corallina,pilulifera,"High intertidal, deep tidepool","Katharine R. Hind, Patrick T. Martone",8C8A1C09-D205-054B-A223-407FFF97AEE6
A91641,PTM871,Arthrocardia,sp.,"Lower mid intertidal, tidepool","Katharine R. Hind, Patrick T. Martone",34BD0ED0-A180-0B47-978E-6197FC9AF00B
A91642,PTM872,Corallina,sp.,Lower mid intertidal,"Katharine R. Hind, Patrick T. Martone",7ACA54A6-D55C-A54E-AEBA-E3AC16EDB6E3
A91643,PTM873,Corallina,sp.,"High intertidal, shallow pool","Patrick T. Martone, Katharine R. Hind",ACF123EF-3955-5543-AA5F-04AB488CE910
A91644,PTM874,Arthrocardia,sp.,Lower/mid intertidal,"Patrick T. Martone, Katharine R. Hind",E0ACF79F-0919-4A4B-BBAB-BF4B71FACFEA
A91645,PTM875,Arthrocardia,sp.,Lower/mid intertidal,"Patrick T. Martone, Katharine R. Hind",90661684-35E2-114E-91EF-59D89C18D0A4
A91646,PTM876,Corallina,sp.,Lower/mid intertidal,"Patrick T. Martone, Katharine R. Hind",A9D11D3F-456A-D849-8A2F-47C3288FD19B
A91647,PTM877,Arthrocardia,sp.,Lower/mid intertidal,"Patrick T. Martone, Katharine R. Hind",2C7F942F-5821-DF43-A6B8-B2043D36AC54
A91648,PTM878,Arthrocardia,sp.,Lower/mid intertidal,"Patrick T. Martone, Katharine R. Hind",0CB6CF90-674E-954A-866C-4A929B77A28A
A91649,PTM879,Corallina,sp.,Lower/mid intertidal,"Patrick T. Martone, Katharine R. Hind",3F0D6997-6320-F04B-AD93-5FD8D307ACC3
A91650,PTM880,Corallina,sp.,Lower/mid intertidal,"Patrick T. Martone, Katharine R. Hind",4F9F681C-8016-B140-B75C-85445BD3B2E8
A91651,PTM881,Corallina,sp.,"Mid intertidal, in tidepool","Patrick T. Martone, Katharine R. Hind",9249EF36-4D8F-5C41-A724-C522CA62BBE9
A91652,PTM882,Arthrocardia,sp.,Lower/mid intertidal,"Patrick T. Martone, Katharine R. Hind",4FB996CA-185F-6F49-A057-AF6B4CBF9995
A91653,PTM883,Phymatolithon,sp.,Low intertidal,"Patrick T. Martone, Katharine R. Hind",A6610BD7-D380-1041-A839-C2813C87EF7E
A91654,PTM884,Coralline,NA,"Mid intertidal, under Lessonia","Patrick T. Martone, Katharine R. Hind",A5E25874-C6EF-F445-A4ED-9A73A0637908
A91655,PTM886,Mesophyllum,sp.,Supralittoral ,"Patrick T. Martone, Katharine R. Hind",A22A4B68-8ABC-984B-85F2-09ACD90C1900
A91656,PTM887,Phymatolithon,sp.,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",E3BC6951-7AE2-C942-9F07-668A9FFEF3FE
A92419,PTM888,Mastocarpus,sp.,Upper mid intertidal,"Patrick T. Martone, Katharine R. Hind",285E73E2-91B0-2E43-B82B-8B8B61C0548C
A91657,PTM889,Corallina,sp.,"Low intertidal, surge channel","Patrick T. Martone, Katharine R. Hind",B2FAB70F-A33E-AE4C-9B54-81F01A0C17BF
A91658,PTM890,Arthrocardia,sp.,"Lower mid intertidal, surge channel, near Durvillaea","Patrick T. Martone, Katharine R. Hind",5388F6ED-B7AC-1146-8B60-ECBC661D2E3D
A91659,PTM891,Corallina,sp.,"Lower mid intertidal, surge channel, near Durvillaea","Patrick T. Martone, Katharine R. Hind",3C12E891-4E4E-3E4B-A514-5123C9699CD6
A91660,PTM892,Arthrocardia,sp.,"Low intertidal, surge channel","Patrick T. Martone, Katharine R. Hind",5D6F77AD-A59E-514B-A39E-98366EE7D540
A91661,PTM893,Corallina,sp.,"Low intertidal, surge channel","Patrick T. Martone, Katharine R. Hind",FA0519A4-E2EC-9D4E-953A-480304A4D7C0
A91662,PTM894,Arthrocardia,sp.,"Low intertidal, exposed","Patrick T. Martone, Katharine R. Hind",FFC50E17-8133-6340-AD48-079404F9CD93
A91663,PTM895,Corallina,sp.,Lower/mid intertidal,"Patrick T. Martone, Katharine R. Hind",5E0DAF18-82DE-2C4C-B4A5-F044798CDC30
A91664,PTM896,Arthrocardia,sp.,Lower/mid intertidal,"Patrick T. Martone, Katharine R. Hind",EED3E6EE-9E95-0143-B449-2752F1A46ED3
A91665,PTM897,Arthrocardia,sp.,Lower/mid intertidal,"Patrick T. Martone, Katharine R. Hind",BDD73C15-133A-EF46-A0F1-4CA97957A4EA
A91666,PTM898,Corallina,sp.,Lower/mid intertidal,"Patrick T. Martone, Katharine R. Hind",17470821-0F55-F844-AEFD-3A78E9CFF1E0
A91667,PTM899,Corallina,sp.,Lower/mid intertidal,"Patrick T. Martone, Katharine R. Hind",22664767-2973-2F4D-9D95-62D6BB3C98A6
A91668,PTM900,Spongites,sp.,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",6030C77A-2543-124B-8126-40C5E2D22CB8
A91669,PTM901,Mesophyllum,erubescens,Subtidal ,Katharine R. Hind,7BFDE3CA-89F3-CA40-950E-5920DA931F3A
A91670,PTM902,Lithothamnion,sp.,Subtidal ,Katharine R. Hind,FF803955-630E-8549-B52F-16D1255D1C2D
A91671,PTM903,Coralline,NA,Subtidal ,Katharine R. Hind,EEC6C563-4B4A-C54A-9A63-E2226A2B1636
A91672,PTM905,Corallina,sp.,"Mid intertidal, in tidepool","Patrick T. Martone, Katharine R. Hind",E608EFAA-D09A-AB41-8678-A12A5A1E9FED
A91673,PTM906,Spongites,sp.,"Upper mid intertidal, in tidepool","Patrick T. Martone, Katharine R. Hind",6B170112-7B9F-504A-BD9D-E4918A4A30C7
A91674,PTM907,Spongites,sp.,"Upper intertidal, in small tidepool","Patrick T. Martone, Katharine R. Hind",C01A9C50-D08D-7F4A-BF6F-55D7D4BF6E07
A91675,PTM908,Spongites,sp.,"Low intertidal, base of cave, exposed","Patrick T. Martone, Katharine R. Hind",08F59802-738E-6741-A72B-66A65DCC8C89
A92420,PTM909,Trentepohlia,sp.,"Supralittoral, in cave, on cliff face","Patrick T. Martone, Katharine R. Hind",31FEAF99-42E9-3D48-A56D-C2E427131245
A91676,PTM910,Corallina,sp.,Drift ,"Patrick T. Martone, Katharine R. Hind",72E58122-E8FD-0D45-AE6C-7FA29D94A621
A91677,PTM911,Arthrocardia,sp.,Drift ,"Patrick T. Martone, Katharine R. Hind",439F8FD5-F3A1-014B-A103-BDDA5981EA40
A91678,PTM912,Corallina,sp.,"Mid intertidal, in tidepool","Patrick T. Martone, Katharine R. Hind",ADDF78B1-75AC-1D46-B672-0339DDACAB3C
A91679,PTM913,Corallina,sp.,"Mid intertidal, in tidepool","Patrick T. Martone, Katharine R. Hind",033270CC-3EF0-6A44-962B-95892B1D2A83
A91680,PTM914,Coralline,NA,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",1F98E4DD-1D53-104C-AC38-2E5BE8B629A9
A91681,PTM915,Corallina,sp.,"High intertidal, in tidepool","Patrick T. Martone, Katharine R. Hind",7E528519-4E9A-B240-8903-B6F1D3E1CB03
A91682,PTM916,Corallina,sp.,"Mid intertidal, in tidepool","Patrick T. Martone, Katharine R. Hind",ED2AE208-D8D1-4E4A-BD4B-6A24BE8580E4
A91918,PTM917,Corallina,sp.,Lower mid intertidal,"Patrick T. Martone, Katharine R. Hind",ECE218B2-E9A2-3946-A0DE-BB7D8A6E703A
A91919,PTM918,Spongites,sp.,Lower mid intertidal,"Patrick T. Martone, Katharine R. Hind",45BE97A6-46D3-2C4E-9AC7-9E7989C1B1F2
A91920,PTM919,Spongites,sp.,Lower mid intertidal,"Patrick T. Martone, Katharine R. Hind",2792B62D-C0B5-B64B-87D6-184D8890C78F
A91921,PTM920,Spongites,sp.,Lower mid intertidal,"Patrick T. Martone, Katharine R. Hind",5625566E-1170-F342-8C7C-958122C80A7F
A91922,PTM921,Spongites,sp.,Lower mid intertidal,"Patrick T. Martone, Katharine R. Hind",47B87965-3756-B043-83ED-7418C4B2FCC0
A91923,PTM922,Spongites,sp.,Lower mid intertidal,"Patrick T. Martone, Katharine R. Hind",DCAC020A-D855-534F-B3F9-40A7756B83CE
A91924,PTM923,Spongites,sp.,Mid low intertidal,"Patrick T. Martone, Katharine R. Hind",BF40812D-918A-0346-8F04-16DE8C154C86
A91925,PTM924,Coralline,NA,Mid low intertidal,"Patrick T. Martone, Katharine R. Hind",E24426C5-9DF6-A84F-AE51-44BFC8B3A5CC
A91926,PTM925,Spongites,sp.,Mid low intertidal,"Patrick T. Martone, Katharine R. Hind",7A4E1C71-1980-4B46-A070-11B124E5FE80
A91927,PTM926,Corallina,sp.,"Mid intertidal, in tidepool, with worms","Patrick T. Martone, Katharine R. Hind",84D01301-9534-9548-850B-41F8D3B8E755
A91928,PTM927,Corallina,sp.,"Mid intertidal, in tidepool, with worms","Patrick T. Martone, Katharine R. Hind",1F4A3771-3079-3B4B-8D02-4E63D822F1C4
A91929,PTM928,Corallina,sp.,"Mid intertidal, in tidepool","Patrick T. Martone, Katharine R. Hind",4793C053-5743-DE43-A84D-1C1B69B60B56
A91930,PTM929,Corallina,sp.,Drift ,"Patrick T. Martone, Katharine R. Hind",ABAC877D-A11E-1D49-BE7F-73134C491528
A91931,PTM930,Corallina,sp.,Drift ,"Patrick T. Martone, Katharine R. Hind",EA74BBF0-8251-004C-ADA7-C789CABDDC92
A91932,PTM931,Corallina,sp.,Drift ,"Patrick T. Martone, Katharine R. Hind",A0629816-0D4A-5640-859A-397013934604
A91933,PTM932,Coralline,NA,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",0948F278-F173-9E44-8B26-5249EF7FADBC
A91934,PTM933,Coralline,NA,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",02912207-6675-3944-8973-60BD4FC5856F
A91935,PTM934,Spongites,sp.,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",EA55E864-9CAC-CC43-83EC-6972F020684D
A91936,PTM935,Corallina,sp.,Subtidal ,"Patrick T. Martone, Katharine R. Hind",9E92116B-E0C1-6649-8028-C3DD8F6A2C3C
A91937,PTM936,Coralline,NA,Subtidal ,"Patrick T. Martone, Katharine R. Hind",83A23064-03EB-7843-AD88-7F1BE6EF0208
A91938,PTM937,Arthrocardia,sp.,Subtidal ,"Patrick T. Martone, Katharine R. Hind",89CDCA7F-1846-0840-9AC8-DD1CFC49C191
A91939,PTM938,Hapalidiaceae,sp.,Subtidal ,"Patrick T. Martone, Katharine R. Hind",131F3C0E-C55C-ED41-8793-AFEE24D8BBCB
A91940,PTM939,Bossiella,sp.,Subtidal ,"Patrick T. Martone, Katharine R. Hind",2A001C75-AD9A-C54E-8354-CFDF083FF86C
A91941,PTM940,Bossiella,sp.,Subtidal ,"Patrick T. Martone, Katharine R. Hind",BE8682D7-7AF1-A048-8721-B5DE8573AA9F
A91942,PTM941,Corallina,sp.,Low intertidal,"Patrick T. Martone, Katharine R. Hind",5A35704F-7780-F347-AC1F-D9D3973DA1D6
A91943,PTM942,Corallina,sp.,Low intertidal,"Patrick T. Martone, Katharine R. Hind",CD6B3CDA-DCE4-AC44-ADCB-E9518439D8E7
A91944,PTM943,Corallina,sp.,Low intertidal,"Patrick T. Martone, Katharine R. Hind",C83C44C0-9B62-9444-9E04-CE98D80AD33A
A91945,PTM944,Corallina,sp.,Low intertidal,"Patrick T. Martone, Katharine R. Hind",0889F18E-80DE-C947-A4A7-17FABDF8B4E1
A91946,PTM945,Corallina,sp.,Low intertidal,"Patrick T. Martone, Katharine R. Hind",7F15A2A8-ABDF-C34A-8CF3-C4EFD16FAB18
A91947,PTM946,Arthrocardia,sp.,Low intertidal,"Patrick T. Martone, Katharine R. Hind",7DE735BD-8F2B-654A-A2D8-851DC8224BB9
A91948,PTM947,Arthrocardia,sp.,Low intertidal,"Patrick T. Martone, Katharine R. Hind",BD2DF239-C0C1-3146-93D3-8A087FC6C9EA
A91949,PTM948,Arthrocardia,sp.,Low intertidal,"Patrick T. Martone, Katharine R. Hind",B8020E47-FB16-B540-8DE8-5C8306908148
A91950,PTM949,Corallina,sp.,Low intertidal,"Patrick T. Martone, Katharine R. Hind",598AC610-C92D-504F-BF34-3B799CA37FD0
A91951,PTM950,Corallina,sp.,Low intertidal,"Patrick T. Martone, Katharine R. Hind",90815811-1685-CF48-99C3-F0D621332617
A91952,PTM951,Coralline,NA,Subtidal ,"Patrick T. Martone, Katharine R. Hind",9A412CAD-B576-3441-BCD9-B2112D2FD12C
A91953,PTM952,Coralline,NA,Subtidal ,"Patrick T. Martone, Katharine R. Hind",443E3B68-F784-7A40-8231-E367D918FE7A
A91954,PTM953,Mesophyllum,erubescens,Subtidal ,"Patrick T. Martone, Katharine R. Hind",2E70EF61-CE22-7F4D-8CE6-C7CCD42600F0
A91955,PTM954,Mesophyllum,erubescens,Subtidal ,"Patrick T. Martone, Katharine R. Hind",1383DFC4-F712-AB4C-A0A3-3750E73FE7A0
A91956,PTM955,Mesophyllum,erubescens,Subtidal ,"Patrick T. Martone, Katharine R. Hind",1667DCF7-F412-2544-9CA6-7167499FAF78
A91957,PTM956,Bossiella,sp.,Subtidal ,"Patrick T. Martone, Katharine R. Hind",8F18BDF8-4789-AC4C-8A7F-3C6E6B57CAF5
A91958,PTM965,Bossiella,sp.,Drift ,"Patrick T. Martone, Katharine R. Hind",DB48DC72-1483-C341-ACAD-F66828B78175
A91959,PTM972,Bossiella,frondifera,Low intertidal,"Patrick T. Martone, Katharine R. Hind",EDA490B7-1672-8D4F-B039-62FE6A39DD63
A91960,PTM973,Lithophyllum,sp.,Low intertidal,"Patrick T. Martone, Katharine R. Hind",19246FB3-A684-E44C-88A6-C77FBA518151
A91961,PTM974,Bossiella,reptans,Low intertidal,"Patrick T. Martone, Katharine R. Hind",37AAFC6C-24B6-E44E-B262-E5A7ED1316E4
A91962,PTM975,Corallina,sp.,Low intertidal,"Patrick T. Martone, Katharine R. Hind",56FA5A21-4808-4E4B-8759-E18E1146F043
A91963,PTM976,Pseudolithophyllum,muricatum,"Low intertidal, in sand, under kelp holdfast","Patrick T. Martone, Katharine R. Hind",5A1BFAD2-FE63-B643-ACCF-2E3DC1A4C3E1
A91964,PTM977,Bossiella,sp.,"Low intertidal, in sand, with kelp","Patrick T. Martone, Katharine R. Hind",65AB437D-619C-134B-973A-AAE503EE8086
A91965,PTM978,Bossiella,fondifera,"Low intertidal, in sand, with Codium setchellii","Patrick T. Martone, Katharine R. Hind",A6918FD5-72C0-2D46-88FD-53EB9513D4CE
A91966,PTM979,Lithothamnion,phymatodeum,"Low intertidal, in sand, with worms","Patrick T. Martone, Katharine R. Hind",31DA25D2-D27E-2F4E-8DF1-65D09E00250E
A91967,PTM981,Coralline,NA,"Low intertidal, in sand","Patrick T. Martone, Katharine R. Hind",968AEA4B-1D3F-BC47-AEA1-43F15D1D6492
A91968,PTM982,Pseudolithophyllum,muricatum,Low intertidal,"Patrick T. Martone, Katharine R. Hind",303663D1-E6F3-6C4F-8ECB-20FE5EF7FDFE
A91969,PTM983,Pseudolithophyllum,whidbeyense,Low intertidal,"Patrick T. Martone, Katharine R. Hind",CE38D577-E60A-8D47-83FF-EE3E6AEBC735
A91970,PTM984,Lithothamnion,phymatodeum,"Mid intertidal, in tidepool","Patrick T. Martone, Katharine R. Hind",3C4B3E4F-8547-2540-BC6A-BC317551A7C6
A91971,PTM985,Bossiella,reptans,Low intertidal,"Patrick T. Martone, Katharine R. Hind",1CD3A753-DAF9-BB4A-8B52-ED0D10BF971E
A91972,PTM990,Coralline,NA,"Low intertidal, exposed, with worms","Patrick T. Martone, Katharine R. Hind",BAA1E467-6FC8-434B-9D34-D8ED4BCB7239
A91973,PTM991,Lithophyllum,sp.,"Low intertidal, exposed, beside Lithothamnion","Patrick T. Martone, Katharine R. Hind",DFFAACA2-6759-6742-AD7F-67187237BD9A
A91974,PTM993,Coralline,NA,"Low intertidal, in tide pool","Patrick T. Martone, Katharine R. Hind",50AE1BFD-354D-1B4B-BF44-CF3BEBD36E22
A91975,PTM994,Lithophyllum,sp.,"Low intertidal, in tide pool","Patrick T. Martone, Katharine R. Hind",65EB4F20-9196-3F4A-8F95-65218E809D8E
A91976,PTM995,Lithophyllum,sp.,"Low intertidal, in tide pool","Patrick T. Martone, Katharine R. Hind",5552492F-1D98-4341-B49A-0373B52510ED
A91977,PTM996,Spongites,tumidum,"Low intertidal, in tide pool","Patrick T. Martone, Katharine R. Hind",5320B9E5-78E5-D942-8266-93681948542C
A91978,PTM998,Spongites,tumidum,"Low intertidal, in tide pool, under kelp","Patrick T. Martone, Katharine R. Hind",E99941A6-BDA6-AD4B-BAA2-74E93DD4C14A
A91979,PTM1000,Bossiella,hakaiensis,"Low intertidal, in tide pool","Patrick T. Martone, Katharine R. Hind",038076ED-B451-024E-8389-C8EEB7EA73ED
A91980,PTM1001,Bossiella,sp.,Low intertidal,"Patrick T. Martone, Katharine R. Hind",BC7AF161-9149-0646-983D-A2B5A348FEB5
A91981,PTM1002,Bossiella,reptans,"Low intertidal, in tide pool","Patrick T. Martone, Katharine R. Hind",CF7293DE-4672-DD48-B07E-15A90584E064
A91982,PTM1003,Bossiella,sp.,"Mid intertidal, in tidepool","Patrick T. Martone, Katharine R. Hind",4435C6E0-15C4-C24F-BEE2-5519A26E322F
A91983,PTM1004,Lithothamnion,phymatodeum,"Low intertidal, in sand, with Kelp","Patrick T. Martone, Katharine R. Hind",C44376FA-6762-394D-B952-8668B3DB531E
A91984,PTM1005,Lithothamnion,phymatodeum,"Low intertidal, with Ptilota","Patrick T. Martone, Katharine R. Hind",D151C651-9A62-0C4E-9144-52F4242947E5
A91985,PTM1006,Clathromorphum,sp.,Low intertidal,"Patrick T. Martone, Katharine R. Hind",1F97FE09-7C7C-0040-A7F2-8DA6647B3B65
A91986,PTM1007,Melobesia,mediocris,Low intertidal,"Patrick T. Martone, Katharine R. Hind",43322C7A-253A-1142-897E-2C5AA1297C34
A91987,PTM1009,Spongites,tumidum,"Mid intertidal, in surge channel, under Saccharina","Patrick T. Martone, Katharine R. Hind",7F635BCB-4AE3-B94B-A61D-B8B883A7A8D7
A91988,PTM1010,Lithophyllum,sp.,"Mid intertidal, in surge channel, under Saccharina","Patrick T. Martone, Katharine R. Hind",EE52170A-ABD1-0F42-8D9D-A749FF1F78BF
A91989,PTM1012,Lithothamnion,glaciale,"Mid intertidal, in surge channel","Patrick T. Martone, Katharine R. Hind",853E5F99-1588-544E-8BB6-5E53BD52C0C7
A91990,PTM1013,Coralline,NA,"Low intertidal, in tide pool, in surge channel","Patrick T. Martone, Katharine R. Hind",3D8B23D5-EFB1-5046-82A5-E9944254B161
A91991,PTM1014,Coralline,NA,"Low intertidal, in tide pool, in surge channel","Patrick T. Martone, Katharine R. Hind",4AD53FB1-659D-9748-95E2-6BD1906FF608
A91992,PTM1015,Lithothamnion,sp.,"Low intertidal, in tide pool, in surge channel","Patrick T. Martone, Katharine R. Hind",1A8306D5-3841-634E-A029-D66F28804149
A91993,PTM1016,Coralline,NA,"Low intertidal, in tide pool, in surge channel","Patrick T. Martone, Katharine R. Hind",FEE6106C-B64C-F34B-B5A5-5CD2EA74F7D1
A91994,PTM1017,Lithophyllum,impressum,"Upper mid intertidal, in tidepool","Patrick T. Martone, Katharine R. Hind",9AA408D1-290E-374E-A958-F3AFD946FDDE
A91995,PTM1018,Lithophyllum,impressum,"High intertidal, in tidepool","Patrick T. Martone, Katharine R. Hind",A1ABD698-E5AA-B44A-A8E5-F5C5A774E208
A91996,PTM1019,Lithophyllum,sp.,"High intertidal, in tidepool","Patrick T. Martone, Katharine R. Hind",39620FAF-361C-624D-BA01-311E7FA3A883
A91998,PTM1020,Lithophyllum,impressum,"High intertidal, in tidepool","Katharine R. Hind, Patrick T. Martone",01BF0EEB-812A-4649-B2DA-72B2DC567802
A91999,PTM1021,Bossiella,sp.,"Mid intertidal, under Alaria and Saccharina, with Codium setchellii","Katharine R. Hind, Patrick T. Martone",46466CF9-3E97-B04D-8453-4341791C2259
A92000,PTM1022,Chiharaea,silvae,Mid intertidal,"Katharine R. Hind, Patrick T. Martone",AC90B51B-556E-CD42-8CE3-135648646FBF
A92001,PTM1023,Chiharaea,silvae,"Mid intertidal, under Saccharina sessilis","Katharine R. Hind, Patrick T. Martone",0DD1942F-024F-B74A-AB2E-6CA1B750B4FE
A92002,PTM1024,Bossiella,sp.,"High intertidal, in tidepool, under Phyllospadix","Katharine R. Hind, Patrick T. Martone",C37982EF-1624-314D-ACC2-4214E15A91EC
A90731,PTM1025,Bossiella,reptans,"Upper mid intertidal, in tidepool, with Calliarthron","Katharine R. Hind, Patrick T. Martone",6EB6801D-C606-C247-B9F6-6D65FF58CEEC
A92003,PTM1026,Bossiella,sp.,"Upper mid intertidal, in tidepool","Katharine R. Hind, Patrick T. Martone",298F1D12-F229-B740-8DC3-804084B16111
A92004,PTM1027,Bossiella,sp.,"High intertidal, in tidepool, under Phyllospadix","Katharine R. Hind, Patrick T. Martone",1F32117B-43D7-D04B-9EB3-6E15FBE9B94E
A92005,PTM1028,Bossiella,sp.,"High intertidal, in tidepool","Katharine R. Hind, Patrick T. Martone",853D529C-25E3-D644-B34A-BCEBD3A598C5
A92006,PTM1029,Bossiella,sp.,"Mid intertidal, bench, under Alaria and Saccharina sessilis, with Codium setchellii","Katharine R. Hind, Patrick T. Martone",0B70FC2C-1CFA-1D4A-8F71-82CC3449CACF
A92007,PTM1030,Bossiella,orbigniana,"Low intertidal, near soft sediment","Katharine R. Hind, Patrick T. Martone",9EC84747-3F70-134F-926B-5A5354FC9386
A92008,PTM1031,Bossiella,sp.,"Mid intertidal, in tidepool, at base of large rock","Katharine R. Hind, Patrick T. Martone",7CF858D6-4A7C-8C43-8100-EA46B8DD129F
A92009,PTM1032,Pseudolithophyllum,sp.,Subtidal ,Patrick T. Martone,CE4FE263-C509-AF48-AA4E-8FB2FECD0A2C
A92010,PTM1033,Coralline,NA,Subtidal ,Katharine R. Hind,4C65BFF9-3DA0-8A45-9436-0EC969BC6FC9
A92011,PTM1034,Pseudolithophyllum,sp.,Subtidal ,Katharine R. Hind,8CA7384C-4E8C-EF4F-9FDC-48EA97358235
A92012,PTM1035,Crusticorallina,adhaerens,Subtidal ,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",DF56B190-8FF4-E54E-96B1-AB7E33084991
A92013,PTM1036,Pseudolithophyllum,sp.,Subtidal ,Katharine R. Hind,73FAF646-2CDF-3047-8E59-E15768864B74
A92014,PTM1039,Lithophyllum,sp.,Subtidal ,Katharine R. Hind,E68118BA-F06B-644B-82EB-75A00C541FD4
A92015,PTM1040,Mesophyllum,sp.,Subtidal ,Katharine R. Hind,9BE4FF36-FC81-0448-958C-16133B76FC57
A92017,PTM1042,Mesophyllum,sp.,Subtidal ,Katharine R. Hind,1089024A-9214-6041-9898-EEF21F010AF4
A92018,PTM1043,Pseudolithophyllum,sp.,Subtidal ,Katharine R. Hind,B2688D9C-EFF8-A342-A2E2-5FAA09C0708E
A92019,PTM1044,Chiharaea,americana,Subtidal ,Katharine R. Hind,27DAB44A-B015-BC49-A130-5C7484458B98
A92020,PTM1045,Chiharaea,americana,Subtidal ,Katharine R. Hind,5E53C66C-CB36-5042-B3DD-9547F8281194
A92021,PTM1046,Chiharaea,americana,Subtidal ,Katharine R. Hind,4DC28243-E7DC-8542-83F6-E7BD36A834F8
A92022,PTM1048,Lithophyllum,sp.,Subtidal ,Katharine R. Hind,3D857FFC-6B8C-FF44-A1E7-19232BD0BC66
A92024,PTM1053,Chiharaea,americana,Subtidal ,Katharine R. Hind,A82D2CDA-5B57-EF41-A8DF-360C2EB95782
A92025,PTM1054,Chiharaea,americana,Subtidal ,Katharine R. Hind,6CE29BF3-627D-2C40-9373-D3238FA62662
